330734,383,04-07-2012 10:48,MT
223125,57,05-07-2012 17:06,RT
42318,1454,06-07-2012 11:29,MT
135010,12465,04-07-2012 13:22,RT
38011,38034,04-07-2012 03:22,MT
69958,323,02-07-2012 16:11,RT
50730,677,04-07-2012 00:56,RT
257607,511,02-07-2012 12:30,RT
29600,29600,06-07-2012 20:12,MT
78359,677,04-07-2012 01:36,RT
52165,88,04-07-2012 02:59,MT
4543,4022,04-07-2012 02:55,MT
305032,8956,05-07-2012 15:54,RT
51640,677,04-07-2012 03:24,RT
156920,261475,04-07-2012 03:16,MT
82065,99369,04-07-2012 19:24,RT
105336,231948,04-07-2012 04:03,RT
192348,33476,03-07-2012 09:28,MT
146172,146171,04-07-2012 01:28,MT
422563,4134,05-07-2012 16:31,RE
40686,21749,03-07-2012 05:35,RT
365598,59195,04-07-2012 03:55,MT
194667,677,04-07-2012 02:12,RT
227235,20802,07-07-2012 11:27,MT
125178,128829,04-07-2012 20:35,RE
408352,3592,04-07-2012 01:18,RT
271903,14376,06-07-2012 19:16,MT
330802,68278,04-07-2012 15:41,RE
299941,88,04-07-2012 01:02,MT
159740,167882,04-07-2012 12:14,RT
4380,50901,04-07-2012 01:54,MT
409123,31957,04-07-2012 06:54,MT
455988,16783,05-07-2012 03:42,MT
319364,2934,04-07-2012 07:48,RT
119701,30231,07-07-2012 15:08,RE
242001,88,04-07-2012 07:28,MT
122472,122469,04-07-2012 04:18,RT
66132,79126,02-07-2012 23:28,RE
406395,406395,06-07-2012 08:54,MT
15740,2567,03-07-2012 01:44,RT
128422,57987,03-07-2012 05:38,RE
145713,68285,04-07-2012 05:01,MT
53508,56968,04-07-2012 01:48,RT
7578,30978,06-07-2012 09:55,MT
136264,677,04-07-2012 02:18,RT
288058,88408,04-07-2012 13:55,RT
89804,14454,04-07-2012 13:04,RT
107494,10111,06-07-2012 08:26,MT
426890,677,03-07-2012 01:18,RT
191790,191790,04-07-2012 00:22,MT
66008,22185,07-07-2012 02:12,RT
330880,12281,05-07-2012 02:42,MT
268649,288682,04-07-2012 08:34,RE
261974,179509,04-07-2012 10:58,RT
187200,20367,04-07-2012 00:39,MT
314995,181567,05-07-2012 01:15,RT
152042,220,04-07-2012 15:33,MT
195446,43515,01-07-2012 09:23,RT
78950,162446,04-07-2012 03:33,MT
363392,88,03-07-2012 12:26,RT
439233,34798,04-07-2012 06:58,MT
250733,17881,04-07-2012 01:53,RT
290222,22051,04-07-2012 13:44,RT
231074,960,04-07-2012 12:28,RT
383506,7533,04-07-2012 01:12,RT
295636,3549,04-07-2012 10:29,RT
342323,20322,04-07-2012 06:43,RT
321655,96622,04-07-2012 21:10,RT
275341,38448,04-07-2012 05:29,RT
323667,120513,03-07-2012 11:54,RT
390950,88,06-07-2012 23:48,MT
133240,50733,04-07-2012 10:12,RT
109268,53765,04-07-2012 10:42,RE
53672,2177,03-07-2012 23:55,MT
107092,50242,04-07-2012 02:09,RT
253645,253644,04-07-2012 19:43,MT
57548,88,03-07-2012 12:28,RT
47365,8303,04-07-2012 08:03,RT
331875,79648,04-07-2012 05:12,RT
131538,20522,04-07-2012 07:52,RT
40684,16801,03-07-2012 03:29,RT
189341,6948,04-07-2012 13:25,MT
42172,677,04-07-2012 00:28,RE
228166,220,04-07-2012 11:26,MT
133098,62091,06-07-2012 02:49,MT
42394,12875,04-07-2012 02:52,RE
200425,12589,04-07-2012 13:11,RT
361591,69487,04-07-2012 23:13,RT
120721,120719,06-07-2012 01:38,RT
253486,186470,05-07-2012 11:38,RT
92359,14075,04-07-2012 06:19,MT
147851,3861,04-07-2012 15:00,RE
148454,2342,04-07-2012 04:25,RT
167823,14508,04-07-2012 01:07,RT
48542,1276,04-07-2012 04:43,RT
71857,118729,04-07-2012 00:22,MT
12273,100898,04-07-2012 01:36,MT
256857,46273,04-07-2012 09:02,RT
367238,349,04-07-2012 14:26,RT
243446,35375,04-07-2012 02:24,MT
40185,1988,04-07-2012 00:30,MT
455659,356,04-07-2012 07:30,RT
189358,30230,04-07-2012 14:12,RT
159807,188275,04-07-2012 00:47,MT
174278,2287,04-07-2012 02:15,RT
195107,7590,04-07-2012 09:25,RT
92833,63726,04-07-2012 06:49,RT
589,32226,04-07-2012 08:38,RT
137233,3998,04-07-2012 01:06,RT
194468,49180,07-07-2012 05:55,RT
203863,88,04-07-2012 09:38,RT
160055,6693,03-07-2012 21:53,RT
85795,88,03-07-2012 22:41,MT
127479,463,02-07-2012 18:41,RT
73637,20244,04-07-2012 03:29,RT
281570,27029,03-07-2012 23:02,MT
294711,13813,04-07-2012 00:59,MT
132260,81,06-07-2012 12:57,MT
262695,262697,05-07-2012 13:46,MT
426597,254556,05-07-2012 10:39,MT
41351,88,04-07-2012 04:07,RT
150460,59,05-07-2012 07:25,MT
415698,12473,07-07-2012 08:27,RT
99326,14070,04-07-2012 04:20,RT
217884,167717,03-07-2012 12:50,RT
78660,42182,04-07-2012 00:40,RT
60035,37532,02-07-2012 11:44,MT
68541,20266,04-07-2012 12:07,RE
417183,4444,05-07-2012 13:51,RT
369761,5664,02-07-2012 17:45,MT
50187,3571,04-07-2012 08:28,RT
365303,317,06-07-2012 14:59,RE
182906,182906,04-07-2012 13:57,MT
319122,319121,04-07-2012 18:57,MT
35393,531,04-07-2012 03:27,RT
351064,20849,04-07-2012 04:01,RT
22288,84644,02-07-2012 00:06,RT
19262,5792,02-07-2012 08:51,RT
361014,22341,04-07-2012 03:30,RT
49080,519,02-07-2012 12:39,MT
53508,677,04-07-2012 00:50,RT
378786,59195,04-07-2012 01:28,MT
367064,154093,04-07-2012 02:20,RT
277792,12224,04-07-2012 07:05,RT
266409,266408,04-07-2012 01:14,RT
361257,18662,04-07-2012 11:27,RT
397009,5226,04-07-2012 06:50,RT
91122,91117,07-07-2012 01:06,MT
403244,29225,05-07-2012 07:31,RT
177809,303295,04-07-2012 05:46,RT
301602,270099,04-07-2012 07:05,RT
89807,677,04-07-2012 01:55,RT
74228,59195,04-07-2012 01:35,MT
338036,3146,04-07-2012 22:14,MT
430446,232132,05-07-2012 02:48,RT
401594,310,05-07-2012 13:29,RT
231394,169719,04-07-2012 00:09,RT
373920,24514,04-07-2012 10:58,MT
204358,283215,04-07-2012 02:52,RT
314400,283,04-07-2012 15:05,RT
312444,16358,04-07-2012 06:30,MT
93529,252361,04-07-2012 03:39,RT
344506,88,04-07-2012 02:21,RT
324264,116760,04-07-2012 11:55,RT
325943,283,05-07-2012 16:28,RT
88838,42172,05-07-2012 05:51,RT
61825,123455,05-07-2012 05:28,RT
285475,12281,04-07-2012 05:05,MT
57991,32972,03-07-2012 23:55,RT
95373,2166,04-07-2012 00:28,RT
142397,19913,04-07-2012 02:04,RT
173918,35738,02-07-2012 12:33,RT
164807,26204,04-07-2012 05:13,RT
107429,2941,04-07-2012 23:33,RT
209186,677,04-07-2012 02:11,RT
96317,301,04-07-2012 00:31,RT
258830,48137,04-07-2012 12:19,MT
386061,95910,05-07-2012 13:50,RT
413782,5193,04-07-2012 07:56,RT
29556,2417,04-07-2012 03:47,MT
307004,111677,04-07-2012 13:59,RT
73427,228694,04-07-2012 10:39,MT
228357,287085,05-07-2012 14:09,RE
21929,383,04-07-2012 00:21,MT
268950,312252,04-07-2012 02:43,MT
252852,43514,04-07-2012 01:45,RE
10393,88,04-07-2012 04:05,RT
166969,2572,04-07-2012 08:53,RT
420010,138318,04-07-2012 05:25,RT
165668,36875,04-07-2012 09:39,RT
232850,1276,04-07-2012 00:11,RT
179789,11339,04-07-2012 20:48,MT
93990,52629,04-07-2012 04:14,MT
237097,88,03-07-2012 21:02,RT
29120,28664,04-07-2012 02:10,RT
157251,88,04-07-2012 06:14,RT
284963,16783,04-07-2012 13:32,MT
248244,47175,04-07-2012 09:30,RT
147362,93312,04-07-2012 00:07,MT
67294,11597,04-07-2012 02:43,RT
197061,197061,02-07-2012 21:40,MT
177984,5226,02-07-2012 12:00,RT
75564,38457,06-07-2012 15:06,RT
237276,8,02-07-2012 23:14,RT
24599,8325,04-07-2012 00:16,RT
228520,228534,04-07-2012 04:18,RT
51731,38009,04-07-2012 08:57,MT
140613,24932,04-07-2012 07:32,MT
64288,30231,04-07-2012 23:11,MT
292088,129929,03-07-2012 05:34,MT
181428,36660,04-07-2012 02:41,MT
429764,6969,06-07-2012 05:42,RT
299073,299074,04-07-2012 12:39,RT
107536,1343,04-07-2012 00:59,RT
383891,217429,03-07-2012 17:22,RE
175394,174900,04-07-2012 12:25,RT
354379,53285,04-07-2012 01:37,RT
156668,88392,06-07-2012 07:11,RE
103059,55382,06-07-2012 12:40,RT
55963,123928,05-07-2012 07:45,RT
454613,677,04-07-2012 00:56,RT
115493,30206,04-07-2012 01:51,RT
387876,54039,04-07-2012 09:25,RT
28458,30826,04-07-2012 15:42,MT
190625,6971,04-07-2012 20:09,RT
394999,37532,03-07-2012 09:28,MT
160322,26930,04-07-2012 11:35,MT
391473,238225,05-07-2012 01:32,MT
318420,318420,06-07-2012 07:15,MT
16975,17175,04-07-2012 08:48,RT
335967,184436,04-07-2012 23:56,MT
383393,12698,04-07-2012 12:18,RT
412434,34800,05-07-2012 05:28,RT
84763,77973,04-07-2012 21:05,RT
36596,677,05-07-2012 07:41,MT
23591,220,04-07-2012 08:24,MT
39387,71264,04-07-2012 02:46,RT
431181,54200,04-07-2012 18:00,RT
182906,182906,06-07-2012 00:46,MT
356145,37505,04-07-2012 03:22,RT
339266,677,04-07-2012 05:17,RT
59379,3547,07-07-2012 04:19,MT
340987,14572,04-07-2012 00:46,RT
289275,519,07-07-2012 06:34,RT
207912,62542,03-07-2012 18:21,RT
166134,31650,04-07-2012 02:24,RT
210905,2417,01-07-2012 11:00,MT
96657,8806,04-07-2012 08:31,RT
116476,62175,04-07-2012 04:44,MT
448108,81185,07-07-2012 05:28,MT
99745,29210,03-07-2012 01:47,RT
230245,677,03-07-2012 00:06,RT
426708,677,04-07-2012 13:37,MT
433320,6373,04-07-2012 19:19,RT
222538,14454,04-07-2012 07:39,RT
395732,20522,05-07-2012 04:25,RT
27443,3629,04-07-2012 02:09,MT
232720,37528,05-07-2012 01:40,RT
377471,377471,04-07-2012 07:28,MT
76217,3479,05-07-2012 06:31,RT
346305,360728,04-07-2012 11:24,RT
328136,88,03-07-2012 15:30,MT
159815,104774,04-07-2012 13:37,RT
164524,47108,04-07-2012 03:16,RT
206362,13808,03-07-2012 11:03,RT
381158,5796,04-07-2012 13:21,RT
75162,17573,04-07-2012 14:06,RT
200195,3998,04-07-2012 01:13,RT
98204,79198,06-07-2012 16:15,RT
6940,32972,03-07-2012 23:47,MT
51302,10214,05-07-2012 22:11,MT
95585,11989,04-07-2012 02:05,RT
46192,88,04-07-2012 08:51,RT
169099,16461,04-07-2012 18:36,RT
93897,677,04-07-2012 11:21,RT
6996,3571,04-07-2012 23:47,RT
53865,104791,04-07-2012 00:36,RT
24245,104600,04-07-2012 01:24,RE
101130,44029,05-07-2012 08:50,RT
70095,12513,04-07-2012 03:50,MT
148954,5005,03-07-2012 19:39,RT
455295,2687,05-07-2012 00:09,MT
284764,24357,05-07-2012 06:49,RT
49590,112432,06-07-2012 02:37,MT
57279,14611,05-07-2012 00:25,RT
77086,13074,04-07-2012 04:44,RE
241113,1459,05-07-2012 08:46,RT
309183,96958,06-07-2012 12:46,RT
247861,3549,04-07-2012 10:57,RT
105329,13416,04-07-2012 02:15,RT
164141,88,04-07-2012 02:56,RT
89408,16358,03-07-2012 23:13,RT
207267,382432,05-07-2012 07:05,RT
352259,189670,04-07-2012 07:50,MT
150353,7533,05-07-2012 01:31,MT
84219,138766,02-07-2012 21:16,MT
230280,4730,04-07-2012 13:55,RT
340874,7533,04-07-2012 08:47,RT
18482,47794,05-07-2012 12:04,RT
11323,117680,04-07-2012 19:24,RT
304714,304715,03-07-2012 06:30,MT
192928,306447,05-07-2012 09:16,RE
441510,2287,04-07-2012 03:55,RE
35604,88,04-07-2012 00:34,MT
196014,7401,04-07-2012 16:18,RT
403923,68278,04-07-2012 02:45,MT
152751,4819,05-07-2012 09:31,MT
193794,36363,04-07-2012 10:24,MT
109950,356,04-07-2012 09:44,RT
295369,14454,04-07-2012 23:40,RT
54453,23680,04-07-2012 06:33,RT
434699,161961,04-07-2012 22:15,RT
277629,283,05-07-2012 16:29,RT
398812,220,04-07-2012 09:14,RT
346775,78528,04-07-2012 07:06,RT
136616,113099,04-07-2012 23:58,RT
230844,39063,05-07-2012 16:17,RT
58933,32972,03-07-2012 02:42,RT
57521,47822,04-07-2012 01:15,RT
215687,88,04-07-2012 15:37,MT
376421,59159,04-07-2012 11:54,RT
161797,32204,04-07-2012 00:15,MT
233961,22823,04-07-2012 08:48,RT
106153,19604,04-07-2012 01:49,RT
266205,88,04-07-2012 00:24,RT
192702,21267,04-07-2012 02:23,RT
29205,356,04-07-2012 04:28,RT
240265,1945,04-07-2012 17:01,RT
326590,93935,04-07-2012 12:29,MT
193516,1503,04-07-2012 01:22,RT
366077,158541,04-07-2012 04:36,RT
76165,69237,03-07-2012 08:54,MT
100591,12469,04-07-2012 22:58,MT
224472,122030,04-07-2012 00:40,RT
193006,1880,04-07-2012 08:36,RT
74269,51,04-07-2012 18:43,RT
147994,216,05-07-2012 10:25,MT
81950,31650,04-07-2012 11:17,MT
193864,3237,06-07-2012 13:17,RT
430095,426269,04-07-2012 08:30,RT
223858,7756,04-07-2012 03:50,RT
172069,349,04-07-2012 02:25,RT
231991,5245,04-07-2012 06:06,RT
335248,9964,04-07-2012 09:00,RT
354540,88,04-07-2012 08:46,MT
399037,463,02-07-2012 10:42,RT
415892,223,04-07-2012 19:27,RT
58853,5193,04-07-2012 01:36,MT
377332,14549,05-07-2012 13:59,RT
447535,174624,06-07-2012 11:45,MT
58961,383,04-07-2012 04:12,RT
152043,44069,06-07-2012 03:38,RT
66871,54222,06-07-2012 22:22,RT
417163,35248,03-07-2012 07:44,RT
27483,2684,03-07-2012 13:46,MT
20273,11991,04-07-2012 00:47,MT
97672,316,06-07-2012 00:30,MT
227124,5307,04-07-2012 04:12,RT
160629,9964,04-07-2012 05:45,RT
229217,213472,04-07-2012 11:58,RT
367422,29864,04-07-2012 15:13,RT
5938,1335,04-07-2012 12:57,RT
362369,7533,04-07-2012 14:37,RT
118093,26158,04-07-2012 03:13,MT
250798,14572,04-07-2012 18:40,RT
276997,57231,05-07-2012 08:58,RT
85424,85423,02-07-2012 20:12,RT
71552,233587,04-07-2012 12:54,RT
255894,85592,04-07-2012 05:04,RT
288141,113099,04-07-2012 04:14,RT
106902,22630,04-07-2012 01:31,RT
44161,505,04-07-2012 21:03,RT
283491,1988,04-07-2012 02:12,RT
392630,4526,04-07-2012 03:31,RT
352540,22634,04-07-2012 14:09,RT
92015,19913,04-07-2012 01:53,RT
162729,54898,04-07-2012 10:21,MT
48574,53842,04-07-2012 05:16,RT
346532,7698,06-07-2012 08:54,RT
155230,13808,04-07-2012 04:46,RT
205589,349,04-07-2012 14:29,MT
275616,374,03-07-2012 13:44,RT
216642,677,04-07-2012 09:25,RT
174344,8223,03-07-2012 20:29,MT
328534,7533,04-07-2012 07:17,MT
171908,88,04-07-2012 08:48,RT
378607,35255,05-07-2012 02:05,RT
196805,7274,04-07-2012 12:37,RT
145266,519,03-07-2012 13:42,RT
310118,102472,04-07-2012 03:01,RT
5281,11036,04-07-2012 01:37,RT
165668,511,02-07-2012 16:11,RT
186957,198048,04-07-2012 21:05,RT
399544,12270,05-07-2012 00:50,RT
27404,73973,04-07-2012 01:14,RT
93062,88,04-07-2012 22:04,MT
235745,88,04-07-2012 08:29,RT
213345,8005,04-07-2012 02:59,MT
42773,130884,04-07-2012 08:02,RT
188381,3479,05-07-2012 06:54,RT
201639,65709,04-07-2012 19:36,MT
106209,106209,04-07-2012 07:09,MT
288814,54023,04-07-2012 06:47,MT
211908,45326,04-07-2012 00:29,MT
238644,88,04-07-2012 01:47,MT
325710,34629,04-07-2012 03:09,MT
186401,186401,04-07-2012 05:22,MT
292913,30513,03-07-2012 21:46,RT
131747,3393,04-07-2012 22:23,RT
254434,50917,04-07-2012 02:31,RT
128240,214645,04-07-2012 11:51,RT
154383,213,04-07-2012 05:04,MT
220962,3994,04-07-2012 11:29,MT
270970,270970,05-07-2012 21:22,MT
350843,88,04-07-2012 00:47,MT
45605,1988,04-07-2012 01:12,RT
361377,64287,05-07-2012 10:25,RT
140816,677,04-07-2012 15:11,MT
317373,8094,04-07-2012 18:31,MT
176665,2164,06-07-2012 09:04,RT
202783,327,05-07-2012 07:49,RT
134529,4309,04-07-2012 05:06,RT
384859,979,04-07-2012 04:37,RT
78001,220,04-07-2012 12:16,RT
13367,584,05-07-2012 09:04,MT
251018,31650,05-07-2012 06:40,RT
161860,1276,02-07-2012 20:53,RT
178005,11007,04-07-2012 08:49,MT
147425,49182,04-07-2012 06:52,RT
59976,14615,04-07-2012 05:29,RT
297465,51742,04-07-2012 13:10,RT
236139,759,04-07-2012 09:30,MT
4447,1243,05-07-2012 08:24,MT
139286,121422,03-07-2012 22:07,RT
395619,194092,04-07-2012 17:41,RT
412776,29233,04-07-2012 11:34,RT
229804,11103,05-07-2012 18:12,RT
346516,385489,04-07-2012 02:48,MT
325697,7228,04-07-2012 10:11,RT
42125,1988,05-07-2012 07:00,MT
29651,12875,05-07-2012 05:00,MT
300293,265613,04-07-2012 14:29,RT
409236,220,04-07-2012 09:29,RT
383936,95910,06-07-2012 02:28,RT
273906,38728,04-07-2012 20:44,RT
282320,282318,03-07-2012 22:06,MT
75759,716,02-07-2012 01:38,RT
365909,64550,04-07-2012 02:54,RT
205047,66469,04-07-2012 01:32,RT
314940,60169,03-07-2012 11:34,RT
207336,207336,03-07-2012 03:55,MT
224665,2417,04-07-2012 09:13,MT
6072,24292,02-07-2012 15:23,MT
2433,246546,04-07-2012 22:48,RT
435171,58742,04-07-2012 09:06,RT
7171,4528,04-07-2012 04:56,MT
306670,36556,04-07-2012 06:19,RT
334420,58411,04-07-2012 02:57,RT
67304,52192,04-07-2012 05:16,MT
119460,12462,02-07-2012 03:33,RT
242950,88,04-07-2012 02:42,RT
84878,112185,07-07-2012 09:29,MT
165441,5226,04-07-2012 01:04,RT
32849,2417,04-07-2012 02:09,MT
207903,88,04-07-2012 05:41,MT
60246,12928,05-07-2012 17:04,MT
399300,2342,04-07-2012 03:09,RT
137279,103921,04-07-2012 10:22,RT
330330,68099,04-07-2012 07:32,RT
76449,1945,04-07-2012 09:07,RT
228640,12465,04-07-2012 13:21,RT
83470,128382,03-07-2012 07:35,RT
45047,13416,04-07-2012 01:19,RT
368672,16335,04-07-2012 02:18,RT
308702,67774,04-07-2012 07:32,RT
309937,53164,04-07-2012 03:09,MT
145887,5038,04-07-2012 10:40,RT
164297,141840,04-07-2012 19:44,RT
184989,1037,04-07-2012 04:32,RT
274510,197205,06-07-2012 11:28,MT
250693,129563,04-07-2012 10:01,RT
365722,16440,04-07-2012 23:14,RT
244832,13758,04-07-2012 16:55,RT
35646,677,04-07-2012 01:11,RT
355842,170478,04-07-2012 01:22,MT
116105,338022,04-07-2012 21:12,RE
158955,1276,04-07-2012 01:04,RT
379690,61978,04-07-2012 15:02,RT
164154,3549,04-07-2012 12:30,RT
206362,1852,03-07-2012 15:15,RT
442046,26677,04-07-2012 08:52,MT
24384,49830,04-07-2012 09:25,RT
6800,43,04-07-2012 09:52,MT
173306,383,04-07-2012 01:43,MT
44269,957,04-07-2012 04:30,RT
209336,24379,05-07-2012 23:54,RE
211614,677,04-07-2012 09:27,RT
324912,46235,03-07-2012 11:42,RT
208653,22324,05-07-2012 06:31,MT
202678,1881,05-07-2012 11:10,RT
